Name	NameEnglish	Subtype	MainCategory	Region	Description
గోవిందరాజుల హాస్పిటల్, నెల్లూరు, ఆంధ్రప్రదేశ్	గోవిందరాజుల హాస్పిటల్, నెల్లూరు, ఆంధ్రప్రదేశ్	HOSPITAL	INFRASTRUCTURE	Andhra Pradesh	గోవిందరాజుల హాస్పిటల్, నెల్లూరు, ఆంధ్రప్రదేశ్ is a hospital in Andhra Pradesh/Telangana
చారిటీ హాస్పిటల్, బెర్లిన్, జర్మనీ	చారిటీ హాస్పిటల్, బెర్లిన్, జర్మనీ	HOSPITAL	INFRASTRUCTURE	South India	చారిటీ హాస్పిటల్, బెర్లిన్, జర్మనీ is a hospital in Andhra Pradesh/Telangana
జాన్స్ హాప్కిన్స్ హాస్పిటల్, బాల్టిమోర్, USA	జాన్స్ హాప్కిన్స్ హాస్పిటల్, బాల్టిమోర్, USA	HOSPITAL	INFRASTRUCTURE	South India	జాన్స్ హాప్కిన్స్ హాస్పిటల్, బాల్టిమోర్, USA is a hospital in Andhra Pradesh/Telangana
జెఎన్‌ఎం హాస్పిటల్, కొల్లేజీ ఆఫ్ మెడిసిన్, కోల్‌కతా	జెఎన్‌ఎం హాస్పిటల్, కొల్లేజీ ఆఫ్ మెడిసిన్, కోల్‌కతా	HOSPITAL	INFRASTRUCTURE	South India	జెఎన్‌ఎం హాస్పిటల్, కొల్లేజీ ఆఫ్ మెడిసిన్, కోల్‌కతా is a hospital in Andhra Pradesh/Telangana
టోక్యో జెనరల్ హాస్పిటల్, జపాన్	టోక్యో జెనరల్ హాస్పిటల్, జపాన్	HOSPITAL	INFRASTRUCTURE	South India	టోక్యో జెనరల్ హాస్పిటల్, జపాన్ is a hospital in Andhra Pradesh/Telangana
నల్లగొండ జిల్లా హాస్పిటల్, తెలంగాణ	నల్లగొండ జిల్లా హాస్పిటల్, తెలంగాణ	HOSPITAL	INFRASTRUCTURE	Telangana	నల్లగొండ జిల్లా హాస్పిటల్, తెలంగాణ is a hospital in Andhra Pradesh/Telangana
నిజామాబాద్ జిల్లా హాస్పిటల్, తెలంగాణ	నిజామాబాద్ జిల్లా హాస్పిటల్, తెలంగాణ	HOSPITAL	INFRASTRUCTURE	Telangana	నిజామాబాద్ జిల్లా హాస్పిటల్, తెలంగాణ is a hospital in Andhra Pradesh/Telangana
నిమ్స్, విజయవాడ, ఆంధ్రప్రదేశ్	నిమ్స్, విజయవాడ, ఆంధ్రప్రదేశ్	HOSPITAL	INFRASTRUCTURE	Andhra Pradesh	నిమ్స్, విజయవాడ, ఆంధ్రప్రదేశ్ is a hospital in Andhra Pradesh/Telangana
నిమ్స్, హైదరాబాద్, తెలంగాణ	నిమ్స్, హైదరాబాద్, తెలంగాణ	HOSPITAL	INFRASTRUCTURE	Telangana	నిమ్స్, హైదరాబాద్, తెలంగాణ is a hospital in Andhra Pradesh/Telangana
పాండవ్ పురం ఎయిమ్స్, ఢిల్లీ	పాండవ్ పురం ఎయిమ్స్, ఢిల్లీ	HOSPITAL	INFRASTRUCTURE	South India	పాండవ్ పురం ఎయిమ్స్, ఢిల్లీ is a hospital in Andhra Pradesh/Telangana
పిఎస్ఆర్ హాస్పిటల్, అనంతపురం, ఆంధ్రప్రదేశ్	పిఎస్ఆర్ హాస్పిటల్, అనంతపురం, ఆంధ్రప్రదేశ్	HOSPITAL	INFRASTRUCTURE	Andhra Pradesh	పిఎస్ఆర్ హాస్పిటల్, అనంతపురం, ఆంధ్రప్రదేశ్ is a hospital in Andhra Pradesh/Telangana
మహబూబ్ నగర్ జిల్లా హాస్పిటల్, తెలంగాణ	మహబూబ్ నగర్ జిల్లా హాస్పిటల్, తెలంగాణ	HOSPITAL	INFRASTRUCTURE	Telangana	మహబూబ్ నగర్ జిల్లా హాస్పిటల్, తెలంగాణ is a hospital in Andhra Pradesh/Telangana
మేయో క్లినిక్, రాచెస్టర్, USA	మేయో క్లినిక్, రాచెస్టర్, USA	HOSPITAL	INFRASTRUCTURE	South India	మేయో క్లినిక్, రాచెస్టర్, USA is a hospital in Andhra Pradesh/Telangana
యశోద హాస్పిటల్స్, హైదరాబాద్, తెలంగాణ	యశోద హాస్పిటల్స్, హైదరాబాద్, తెలంగాణ	HOSPITAL	INFRASTRUCTURE	Telangana	యశోద హాస్పిటల్స్, హైదరాబాద్, తెలంగాణ is a hospital in Andhra Pradesh/Telangana
రామానాయుడు హాస్పిటల్, తిరుపతి, ఆంధ్రప్రదేశ్	రామానాయుడు హాస్పిటల్, తిరుపతి, ఆంధ్రప్రదేశ్	HOSPITAL	INFRASTRUCTURE	Andhra Pradesh	రామానాయుడు హాస్పిటల్, తిరుపతి, ఆంధ్రప్రదేశ్ is a hospital in Andhra Pradesh/Telangana
వరంగల్ జిల్లా హాస్పిటల్, తెలంగాణ	వరంగల్ జిల్లా హాస్పిటల్, తెలంగాణ	HOSPITAL	INFRASTRUCTURE	Telangana	వరంగల్ జిల్లా హాస్పిటల్, తెలంగాణ is a hospital in Andhra Pradesh/Telangana
సింగపూర్ జెనరల్ హాస్పిటల్, సింగపూర్	సింగపూర్ జెనరల్ హాస్పిటల్, సింగపూర్	HOSPITAL	INFRASTRUCTURE	South India	సింగపూర్ జెనరల్ హాస్పిటల్, సింగపూర్ is a hospital in Andhra Pradesh/Telangana
సిటీ హాస్పిటల్, బెంగళూరు	సిటీ హాస్పిటల్, బెంగళూరు	HOSPITAL	INFRASTRUCTURE	South India	సిటీ హాస్పిటల్, బెంగళూరు is a hospital in Andhra Pradesh/Telangana
స్టాన్లీ మెడికల్ కాలేజ్ హాస్పిటల్, చెన్నై	స్టాన్లీ మెడికల్ కాలేజ్ హాస్పిటల్, చెన్నై	HOSPITAL	INFRASTRUCTURE	South India	స్టాన్లీ మెడికల్ కాలేజ్ హాస్పిటల్, చెన్నై is a hospital in Andhra Pradesh/Telangana
(తెలంగాణ రాష్ట్రంలో సముద్ర తీర పోర్టులు లేవు)	(తెలంగాణ రాష్ట్రంలో సముద్ర తీర పోర్టులు లేవు)	PORT	INFRASTRUCTURE	Telangana	(తెలంగాణ రాష్ట్రంలో సముద్ర తీర పోర్టులు లేవు) is a port in Andhra Pradesh/Telangana
ఎన్నోర్ పోర్ట్, తమిళనాడు	ఎన్నోర్ పోర్ట్, తమిళనాడు	PORT	INFRASTRUCTURE	South India	ఎన్నోర్ పోర్ట్, తమిళనాడు is a port in Andhra Pradesh/Telangana
కాండ్లా పోర్ట్, గుజరాత్	కాండ్లా పోర్ట్, గుజరాత్	PORT	INFRASTRUCTURE	South India	కాండ్లా పోర్ట్, గుజరాత్ is a port in Andhra Pradesh/Telangana
కాకినాడ పోర్ట్, ఆంధ్రప్రదేశ్	కాకినాడ పోర్ట్, ఆంధ్రప్రదేశ్	PORT	INFRASTRUCTURE	Andhra Pradesh	కాకినాడ పోర్ట్, ఆంధ్రప్రదేశ్ is a port in Andhra Pradesh/Telangana
కృష్ణాపట్నం పోర్ట్, ఆంధ్రప్రదేశ్	కృష్ణాపట్నం పోర్ట్, ఆంధ్రప్రదేశ్	PORT	INFRASTRUCTURE	Andhra Pradesh	కృష్ణాపట్నం పోర్ట్, ఆంధ్రప్రదేశ్ is a port in Andhra Pradesh/Telangana
కొచ్చి పోర్ట్, కేరళ	కొచ్చి పోర్ట్, కేరళ	PORT	INFRASTRUCTURE	South India	కొచ్చి పోర్ట్, కేరళ is a port in Andhra Pradesh/Telangana
కోల్‌కతా పోర్ట్, పశ్చిమ బెంగాల్	కోల్‌కతా పోర్ట్, పశ్చిమ బెంగాల్	PORT	INFRASTRUCTURE	South India	కోల్‌కతా పోర్ట్, పశ్చిమ బెంగాల్ is a port in Andhra Pradesh/Telangana
చెన్నై పోర్ట్, తమిళనాడు	చెన్నై పోర్ట్, తమిళనాడు	PORT	INFRASTRUCTURE	South India	చెన్నై పోర్ట్, తమిళనాడు is a port in Andhra Pradesh/Telangana
జవహర్లాల్ నెహ్రూ పోర్ట్ (న్హావా షేవా), ముంబై	జవహర్లాల్ నెహ్రూ పోర్ట్ (న్హావా షేవా), ముంబై	PORT	INFRASTRUCTURE	South India	జవహర్లాల్ నెహ్రూ పోర్ట్ (న్హావా షేవా), ముంబై is a port in Andhra Pradesh/Telangana
డ్యూబై పోర్ట్, UAE	డ్యూబై పోర్ట్, UAE	PORT	INFRASTRUCTURE	South India	డ్యూబై పోర్ట్, UAE is a port in Andhra Pradesh/Telangana
తూతుకుడి పోర్ట్, తమిళనాడు	తూతుకుడి పోర్ట్, తమిళనాడు	PORT	INFRASTRUCTURE	South India	తూతుకుడి పోర్ట్, తమిళనాడు is a port in Andhra Pradesh/Telangana
నెల్లూరు పోర్ట్ (డియో పోర్ట్ / గాన్నవరం), ఆంధ్రప్రదేశ్	నెల్లూరు పోర్ట్ (డియో పోర్ట్ / గాన్నవరం), ఆంధ్రప్రదేశ్	PORT	INFRASTRUCTURE	Andhra Pradesh	నెల్లూరు పోర్ట్ (డియో పోర్ట్ / గాన్నవరం), ఆంధ్రప్రదేశ్ is a port in Andhra Pradesh/Telangana
పారాదీప్ పోర్ట్, ఒడిశా	పారాదీప్ పోర్ట్, ఒడిశా	PORT	INFRASTRUCTURE	South India	పారాదీప్ పోర్ట్, ఒడిశా is a port in Andhra Pradesh/Telangana
బుసాన్ పోర్ట్, దక్షిణ కొరియా	బుసాన్ పోర్ట్, దక్షిణ కొరియా	PORT	INFRASTRUCTURE	South India	బుసాన్ పోర్ట్, దక్షిణ కొరియా is a port in Andhra Pradesh/Telangana
మంగళూరు పోర్ట్, కర్ణాటక	మంగళూరు పోర్ట్, కర్ణాటక	PORT	INFRASTRUCTURE	South India	మంగళూరు పోర్ట్, కర్ణాటక is a port in Andhra Pradesh/Telangana
ముంబై పోర్ట్, మహారాష్ట్ర	ముంబై పోర్ట్, మహారాష్ట్ర	PORT	INFRASTRUCTURE	South India	ముంబై పోర్ట్, మహారాష్ట్ర is a port in Andhra Pradesh/Telangana
రోటెర్డామ్ పోర్ట్, నెదర్లాండ్స్	రోటెర్డామ్ పోర్ట్, నెదర్లాండ్స్	PORT	INFRASTRUCTURE	South India	రోటెర్డామ్ పోర్ట్, నెదర్లాండ్స్ is a port in Andhra Pradesh/Telangana
లాస్ ఏంజిల్స్ పోర్ట్, USA	లాస్ ఏంజిల్స్ పోర్ట్, USA	PORT	INFRASTRUCTURE	South India	లాస్ ఏంజిల్స్ పోర్ట్, USA is a port in Andhra Pradesh/Telangana
విశాఖపట్నం పోర్ట్, ఆంధ్రప్రదేశ్	విశాఖపట్నం పోర్ట్, ఆంధ్రప్రదేశ్	PORT	INFRASTRUCTURE	Andhra Pradesh	విశాఖపట్నం పోర్ట్, ఆంధ్రప్రదేశ్ is a port in Andhra Pradesh/Telangana
